Trace	Run Date
1610	2011-12-10T05:31:28:000
1611	2011-12-10T06:31:28:000
1612	2011-12-10T07:31:28:000
1613	2011-12-10T11:31:28:000
1614	2011-12-10T12:31:28:000
1615	2011-12-10T13:31:28:000
1616	2011-12-10T14:31:28:000
1617	2011-12-10T15:31:28:000
1618	2011-12-10T16:31:28:000
1619	2011-12-10T17:31:28:000
1620	2011-12-10T18:31:28:000
1621	2011-12-10T19:31:28:000
1622	2011-12-10T20:31:28:000
1623	2011-12-10T22:31:29:000
1624	2011-12-10T23:31:29:000
1625	2011-12-11T00:31:29:000
1626	2011-12-11T01:31:29:000
1627	2011-12-11T02:31:15:000
1628	2011-12-11T03:31:35:000
1629	2011-12-11T04:31:35:000
1630	2011-12-11T05:31:35:000
1631	2011-12-11T07:31:35:000
1632	2011-12-11T08:31:35:000
1633	2011-12-11T09:31:35:000
1634	2011-12-11T10:31:35:000
1635	2011-12-11T11:31:35:000
1636	2011-12-11T12:31:35:000
1637	2011-12-11T13:31:35:000
1638	2011-12-11T14:31:35:000
1639	2011-12-11T15:31:35:000
1640	2011-12-11T16:31:35:000
1641	2011-12-11T17:31:35:000
1642	2011-12-11T18:31:35:000
1643	2011-12-11T19:31:35:000
1644	2011-12-11T20:31:35:000
1645	2011-12-11T22:31:36:000
1646	2011-12-11T23:31:36:000
1647	2011-12-12T00:31:36:000
1648	2011-12-12T02:31:15:000
1649	2011-12-12T07:31:34:000
1650	2011-12-12T17:31:35:000
1651	2011-12-12T18:31:35:000
1652	2011-12-12T21:31:35:000
1653	2011-12-12T22:31:35:000
1654	2011-12-12T23:31:35:000
1655	2011-12-13T00:31:35:000
1656	2011-12-13T01:31:35:000
1657	2011-12-13T02:31:18:000
1658	2011-12-13T03:31:36:000
1659	2011-12-13T06:31:37:000
1660	2011-12-13T11:31:37:000
1661	2011-12-13T12:31:37:000
1662	2011-12-13T14:31:37:000
1663	2011-12-13T15:31:37:000
1664	2011-12-13T16:31:37:000
1665	2011-12-13T17:31:37:000
1666	2011-12-13T18:31:37:000
1667	2011-12-13T19:31:37:000
1668	2011-12-13T22:31:37:000
1669	2011-12-13T23:31:37:000
1670	2011-12-14T01:31:37:000
1671	2011-12-14T02:31:05:000
1672	2011-12-14T03:31:24:000
1673	2011-12-14T05:31:24:000
1674	2011-12-14T10:31:24:000
1675	2011-12-14T13:31:25:000
1676	2011-12-14T15:31:25:000
1677	2011-12-14T16:31:25:000
1678	2011-12-14T17:31:25:000
1679	2011-12-14T18:31:25:000
1680	2011-12-14T19:31:25:000
1681	2011-12-14T22:31:25:000
1682	2011-12-14T23:31:25:000
1683	2011-12-15T00:31:25:000
1684	2011-12-15T01:31:25:000
1685	2011-12-15T02:31:14:000
1686	2011-12-15T03:31:33:000
1687	2011-12-15T04:31:33:000
1688	2011-12-15T05:31:33:000
1689	2011-12-15T06:31:33:000
1690	2011-12-15T07:31:33:000
1691	2011-12-15T08:31:33:000
1692	2011-12-15T09:31:33:000
1693	2011-12-15T14:31:33:000
1694	2011-12-15T15:31:33:000
1695	2011-12-15T17:31:34:000
1696	2011-12-15T18:31:34:000
1697	2011-12-15T19:31:34:000
1698	2011-12-15T20:31:34:000
1699	2011-12-15T22:31:34:000
1700	2011-12-15T23:31:34:000
1701	2011-12-16T00:31:34:000
1702	2011-12-16T04:31:35:000
1703	2011-12-16T10:31:35:000
1704	2011-12-16T14:31:35:000
1705	2011-12-16T15:31:35:000
1706	2011-12-16T16:31:36:000
1707	2011-12-16T17:31:36:000
1708	2011-12-16T19:31:36:000
1709	2011-12-16T20:31:36:000
1710	2011-12-16T21:31:36:000
1711	2011-12-16T22:31:36:000
1712	2011-12-16T23:31:36:000
1713	2011-12-17T00:31:36:000
1714	2011-12-17T01:31:36:000
1715	2011-12-17T02:31:11:000
1716	2011-12-17T03:31:30:000
1717	2011-12-17T04:31:30:000
1718	2011-12-17T05:31:31:000
1719	2011-12-17T06:31:31:000
1720	2011-12-17T07:31:31:000
1721	2011-12-17T08:31:31:000
1722	2011-12-17T09:31:31:000
1723	2011-12-17T10:31:31:000
1724	2011-12-17T11:31:31:000
1725	2011-12-17T12:31:31:000
1726	2011-12-17T13:31:31:000
1727	2011-12-17T14:31:31:000
1728	2011-12-17T15:31:31:000
1729	2011-12-17T16:31:31:000
1730	2011-12-17T17:31:31:000
1731	2011-12-17T18:31:31:000
1732	2011-12-17T19:31:31:000
1733	2011-12-17T20:31:32:000
1734	2011-12-17T21:31:32:000
1735	2011-12-17T22:31:32:000
1736	2011-12-17T23:31:32:000
1737	2011-12-18T00:31:32:000
1738	2011-12-18T01:31:32:000
1739	2011-12-18T02:31:20:000
1740	2011-12-18T03:31:38:000
1741	2011-12-18T04:31:38:000
1742	2011-12-18T05:31:38:000
1743	2011-12-18T06:31:38:000
1744	2011-12-18T07:31:38:000
1745	2011-12-18T08:31:38:000
1746	2011-12-18T09:31:38:000
1747	2011-12-18T10:31:38:000
1748	2011-12-18T11:31:38:000
1749	2011-12-18T12:31:38:000
1750	2011-12-18T13:31:38:000
1751	2011-12-18T14:31:39:000
1752	2011-12-18T15:31:39:000
1753	2011-12-18T16:31:39:000
1754	2011-12-18T17:31:39:000
1755	2011-12-18T18:31:39:000
1756	2011-12-18T19:31:39:000
1757	2011-12-18T20:31:39:000
1758	2011-12-18T21:31:39:000
1759	2011-12-18T22:31:39:000
1760	2011-12-18T23:31:39:000
1761	2011-12-19T00:31:39:000
1762	2011-12-19T01:31:39:000
1763	2011-12-19T02:31:16:000
1764	2011-12-19T03:31:35:000
1765	2011-12-19T04:31:35:000
1766	2011-12-19T05:31:35:000
1767	2011-12-19T06:31:35:000
1768	2011-12-19T07:31:35:000
1769	2011-12-19T08:31:35:000
1770	2011-12-19T09:31:36:000
1771	2011-12-19T10:31:36:000
1772	2011-12-19T11:31:36:000
1773	2011-12-19T12:31:36:000
1774	2011-12-19T13:31:36:000
1775	2011-12-19T14:31:36:000
1776	2011-12-19T15:31:36:000
1777	2011-12-19T16:31:36:000
1778	2011-12-19T17:31:36:000
1779	2011-12-19T18:31:36:000
1780	2011-12-19T19:31:36:000
1781	2011-12-19T20:31:36:000
1782	2011-12-19T21:31:36:000
1783	2011-12-19T22:31:36:000
1784	2011-12-19T23:31:36:000
1785	2011-12-20T00:31:36:000
1786	2011-12-20T01:31:36:000
1787	2011-12-20T02:31:20:000
1788	2011-12-20T03:31:39:000
1789	2011-12-20T04:31:39:000
1790	2011-12-20T05:31:39:000
1791	2011-12-20T06:31:39:000
1792	2011-12-20T07:31:39:000
1793	2011-12-20T08:31:39:000
1794	2011-12-20T09:31:39:000
1795	2011-12-20T11:31:39:000
1796	2011-12-20T12:31:40:000
1797	2011-12-20T13:31:40:000
1798	2011-12-20T14:31:40:000
1799	2011-12-20T15:31:40:000
1800	2011-12-20T16:31:40:000
1801	2011-12-20T17:31:40:000
1802	2011-12-20T18:31:40:000
1803	2011-12-20T19:31:40:000
1804	2011-12-20T20:31:40:000
1805	2011-12-20T21:19:48:000
1806	2011-12-20T22:19:48:000
1807	2011-12-20T23:19:48:000
1808	2011-12-21T00:19:48:000
1809	2011-12-21T01:19:48:000
1810	2011-12-21T02:19:48:000
1811	2011-12-21T02:31:20:000
1812	2011-12-21T03:31:38:000
1813	2011-12-21T04:31:38:000
1814	2011-12-21T05:31:38:000
1815	2011-12-21T11:31:38:000
1816	2011-12-21T12:31:38:000
1817	2011-12-21T14:31:38:000
1818	2011-12-21T15:31:38:000
1819	2011-12-21T16:31:38:000
1820	2011-12-21T17:31:38:000
1821	2011-12-21T18:31:38:000
1822	2011-12-21T19:31:38:000
1823	2011-12-21T20:31:38:000
1824	2011-12-21T21:31:38:000
1825	2011-12-21T22:31:38:000
1826	2011-12-21T23:31:38:000
1827	2011-12-22T00:31:38:000
1828	2011-12-22T02:31:19:000
1829	2011-12-22T03:31:37:000
1830	2011-12-22T04:31:37:000
1831	2011-12-22T05:31:37:000
1832	2011-12-22T11:31:37:000
1833	2011-12-22T12:31:37:000
1834	2011-12-22T13:31:37:000
1835	2011-12-22T14:31:37:000
1836	2011-12-22T15:31:37:000
1837	2011-12-22T16:31:37:000
1838	2011-12-22T17:31:37:000
1839	2011-12-22T18:31:37:000
1840	2011-12-22T19:31:37:000
1841	2011-12-22T20:31:37:000
1842	2011-12-22T21:31:37:000
1843	2011-12-22T22:31:37:000
1844	2011-12-22T23:31:37:000
1845	2011-12-23T00:31:37:000
1846	2011-12-23T01:31:38:000
1847	2011-12-23T02:31:19:000
1848	2011-12-23T03:31:38:000
1849	2011-12-23T04:31:38:000
1850	2011-12-23T05:31:38:000
1851	2011-12-23T06:31:38:000
1852	2011-12-23T07:31:38:000
1853	2011-12-23T12:31:38:000
1854	2011-12-23T13:31:38:000
1855	2011-12-23T14:31:38:000
1856	2011-12-23T15:31:38:000
1857	2011-12-23T16:31:38:000
1858	2011-12-23T17:31:38:000
1859	2011-12-23T18:31:38:000
1860	2011-12-23T19:31:38:000
1861	2011-12-23T20:31:38:000
1862	2011-12-23T21:31:38:000
1863	2011-12-23T22:31:38:000
1864	2011-12-23T23:31:38:000
1865	2011-12-24T00:31:38:000
1866	2011-12-24T01:31:38:000
1867	2011-12-24T02:31:14:000
1868	2011-12-24T03:31:32:000
1869	2011-12-24T04:31:32:000
1870	2011-12-24T05:31:32:000
1871	2011-12-24T06:31:32:000
1872	2011-12-24T10:31:33:000
1873	2011-12-24T11:31:33:000
1874	2011-12-24T12:31:33:000
1875	2011-12-24T16:31:33:000
1876	2011-12-24T18:31:33:000
1877	2011-12-24T19:31:33:000
1878	2011-12-24T20:31:33:000
1879	2011-12-24T21:31:33:000
1880	2011-12-24T22:31:33:000
1881	2011-12-24T23:31:33:000
1882	2011-12-25T00:31:33:000
1883	2011-12-25T01:31:33:000
1884	2011-12-26T09:30:29:000
1885	2011-12-26T10:30:29:000
1886	2011-12-26T12:30:29:000
1887	2011-12-26T13:30:29:000
1888	2011-12-26T14:30:29:000
1889	2011-12-26T15:30:29:000
1890	2011-12-26T16:30:30:000
1891	2011-12-26T17:30:30:000
1892	2011-12-26T18:30:30:000
1893	2011-12-26T19:30:30:000
1894	2011-12-27T02:30:30:000
1895	2011-12-27T04:31:40:000
1896	2011-12-28T07:30:30:000
1897	2011-12-28T08:30:30:000
1898	2011-12-28T11:30:30:000
1899	2011-12-28T12:30:30:000
1900	2011-12-28T15:30:30:000
1901	2011-12-28T16:30:30:000
1902	2011-12-28T17:30:31:000
1903	2011-12-28T18:30:31:000
1904	2011-12-28T19:30:31:000
1905	2011-12-28T20:30:31:000
1906	2011-12-28T21:30:31:000
1907	2011-12-29T01:30:31:000
1908	2011-12-30T06:30:30:000
1909	2011-12-30T07:30:30:000
1910	2011-12-30T11:30:30:000
1911	2011-12-30T14:30:30:000
1912	2011-12-30T15:30:30:000
1913	2011-12-30T16:30:30:000
1914	2011-12-30T17:30:30:000
1915	2011-12-30T18:30:30:000
1916	2011-12-30T19:30:30:000
1917	2011-12-30T20:30:30:000
1918	2011-12-30T21:30:30:000
1919	2011-12-30T22:30:30:000
1920	2011-12-31T01:30:30:000
1921	2012-01-01T03:30:30:000
1922	2012-01-01T04:30:30:000
1923	2012-01-01T09:30:30:000
1924	2012-01-01T11:30:30:000
1925	2012-01-01T13:30:30:000
1926	2012-01-01T14:30:30:000
1927	2012-01-01T15:30:30:000
1928	2012-01-01T16:30:30:000
1929	2012-01-01T17:30:30:000
1930	2012-01-01T18:30:30:000
1931	2012-01-01T19:30:30:000
1932	2012-01-01T20:30:30:000
1933	2012-01-01T21:30:30:000
1934	2012-01-01T22:30:30:000
1935	2012-01-02T00:30:31:000
1936	2012-01-03T05:30:29:000
1937	2012-01-03T11:30:30:000
1938	2012-01-03T11:37:02:000
1939	2012-01-03T14:37:20:000
1940	2012-01-03T15:37:21:000
1941	2012-01-03T17:37:21:000
1942	2012-01-03T18:37:21:000
1943	2012-01-03T19:37:21:000
1944	2012-01-03T20:37:21:000
1945	2012-01-03T21:37:21:000
1946	2012-01-03T22:37:21:000
1947	2012-01-04T00:37:21:000
1948	2012-01-05T13:58:42:000
1949	2012-01-05T15:59:01:000
1950	2012-01-05T16:59:01:000
1951	2012-01-05T17:59:01:000
1952	2012-01-05T18:59:01:000
1953	2012-01-05T19:59:01:000
1954	2012-01-06T02:31:31:000
1955	2012-01-06T11:31:50:000
1956	2012-01-06T12:31:50:000
1957	2012-01-06T15:31:50:000
1958	2012-01-06T17:31:50:000
1959	2012-01-06T19:31:50:000
1960	2012-01-06T20:31:50:000
1961	2012-01-07T00:31:51:000
1962	2012-01-07T19:30:31:000
1963	2012-01-07T20:30:31:000
1964	2012-01-07T21:30:31:000
1965	2012-01-07T22:30:31:000
1966	2012-01-07T23:30:31:000
1967	2012-01-08T00:30:31:000
1968	2012-01-08T01:30:31:000
1969	2012-01-08T02:30:31:000
1970	2012-01-08T03:31:51:000
1971	2012-01-08T04:31:51:000
1972	2012-01-08T05:31:51:000
1973	2012-01-08T06:31:51:000
1974	2012-01-08T08:31:51:000
1975	2012-01-08T09:31:52:000
1976	2012-01-08T10:31:52:000
1977	2012-01-08T11:31:52:000
1978	2012-01-08T12:31:52:000
1979	2012-01-08T13:31:52:000
1980	2012-01-08T14:31:52:000
1981	2012-01-08T15:31:52:000
1982	2012-01-08T16:31:52:000
1983	2012-01-08T17:31:52:000
1984	2012-01-08T18:31:52:000
1985	2012-01-08T19:31:52:000
1986	2012-01-08T20:31:52:000
1987	2012-01-08T21:31:52:000
1988	2012-01-08T22:31:52:000
1989	2012-01-08T23:31:52:000
1990	2012-01-09T00:31:52:000
1991	2012-01-09T01:31:52:000
1992	2012-01-09T02:31:34:000
1993	2012-01-09T03:31:53:000
1994	2012-01-09T04:31:53:000
1995	2012-01-09T05:31:53:000
1996	2012-01-09T06:31:53:000
1997	2012-01-09T07:31:53:000
1998	2012-01-09T08:31:53:000
1999	2012-01-09T09:31:53:000
2000	2012-01-09T10:31:53:000
2001	2012-01-09T11:31:53:000
2002	2012-01-09T12:31:53:000
2003	2012-01-09T13:31:53:000
2004	2012-01-09T14:31:53:000
2005	2012-01-09T15:31:53:000
2006	2012-01-09T16:31:53:000
2007	2012-01-09T17:31:53:000
2008	2012-01-09T18:31:53:000
2009	2012-01-09T19:31:53:000
2010	2012-01-09T20:31:53:000
2011	2012-01-09T21:31:53:000
2012	2012-01-09T22:31:53:000
2013	2012-01-09T23:31:53:000
2014	2012-01-10T00:31:53:000
2015	2012-01-10T01:31:53:000
2016	2012-01-10T02:31:33:000
2017	2012-01-10T03:31:52:000
2018	2012-01-10T04:31:52:000
2019	2012-01-10T05:31:52:000
2020	2012-01-10T10:31:52:000
2021	2012-01-10T11:31:52:000
2022	2012-01-10T13:31:52:000
2023	2012-01-10T14:31:52:000
2024	2012-01-10T15:31:52:000
2025	2012-01-10T16:31:52:000
2026	2012-01-10T17:31:52:000
2027	2012-01-10T18:31:52:000
2028	2012-01-10T19:31:52:000
2029	2012-01-10T20:31:52:000
2030	2012-01-10T21:31:53:000
2031	2012-01-10T22:31:53:000
2032	2012-01-10T23:31:53:000
2033	2012-01-11T06:31:54:000
2034	2012-01-11T10:31:54:000
2035	2012-01-11T11:31:54:000
2036	2012-01-11T12:31:54:000
2037	2012-01-11T13:31:54:000
2038	2012-01-11T14:31:54:000
2039	2012-01-11T15:31:54:000
2040	2012-01-11T16:31:54:000
2041	2012-01-11T17:31:54:000
2042	2012-01-11T18:31:54:000
2043	2012-01-11T20:31:54:000
2044	2012-01-11T21:31:54:000
2045	2012-01-11T22:31:54:000
2046	2012-01-11T23:31:54:000
2047	2012-01-12T00:31:55:000
2048	2012-01-12T02:31:35:000
2049	2012-01-12T05:31:54:000
2050	2012-01-12T06:31:54:000
2051	2012-01-12T10:31:54:000
2052	2012-01-12T11:31:55:000
2053	2012-01-12T12:31:55:000
2054	2012-01-12T15:31:55:000
2055	2012-01-12T18:31:55:000
2056	2012-01-12T20:31:55:000
2057	2012-01-12T22:31:55:000
2058	2012-01-12T23:31:55:000
2059	2012-01-13T00:31:55:000
2060	2012-01-13T01:31:55:000
2061	2012-01-13T02:31:36:000
2062	2012-01-13T03:31:55:000
2063	2012-01-13T08:31:55:000
2064	2012-01-13T09:31:55:000
2065	2012-01-13T10:31:55:000
2066	2012-01-13T11:31:55:000
2067	2012-01-13T12:31:55:000
2068	2012-01-13T14:31:55:000
2069	2012-01-13T15:31:55:000
2070	2012-01-13T17:31:55:000
2071	2012-01-13T18:31:55:000
2072	2012-01-13T19:31:55:000
2073	2012-01-13T20:31:55:000
2074	2012-01-13T21:31:55:000
2075	2012-01-13T23:31:55:000
2076	2012-01-14T03:31:46:000
2077	2012-01-14T10:31:46:000
2078	2012-01-15T00:31:47:000
2079	2012-01-15T01:31:47:000
2080	2012-01-15T02:31:38:000
2081	2012-01-15T03:31:56:000
2082	2012-01-15T04:31:56:000
2083	2012-01-15T05:31:56:000
2084	2012-01-15T10:31:57:000
2085	2012-01-15T11:31:57:000
2086	2012-01-15T12:31:57:000
2087	2012-01-15T13:31:57:000
2088	2012-01-15T14:31:57:000
2089	2012-01-15T15:31:57:000
2090	2012-01-15T16:31:57:000
2091	2012-01-15T17:31:57:000
2092	2012-01-15T18:31:57:000
2093	2012-01-15T19:31:57:000
2094	2012-01-15T20:31:57:000
2095	2012-01-15T21:31:57:000
2096	2012-01-15T22:31:57:000
2097	2012-01-15T23:31:57:000
2098	2012-01-16T00:31:57:000
2099	2012-01-16T02:31:39:000
2100	2012-01-16T03:31:57:000
2101	2012-01-16T04:31:57:000
2102	2012-01-16T05:31:57:000
2103	2012-01-16T06:31:57:000
2104	2012-01-16T08:31:58:000
2105	2012-01-16T09:31:58:000
2106	2012-01-16T10:31:58:000
2107	2012-01-16T11:31:58:000
2108	2012-01-16T12:31:58:000
2109	2012-01-16T13:31:58:000
2110	2012-01-16T14:31:58:000
2111	2012-01-16T15:31:58:000
2112	2012-01-16T16:31:58:000
2113	2012-01-16T17:31:58:000
2114	2012-01-16T18:31:58:000
2115	2012-01-16T19:31:58:000
2116	2012-01-16T20:31:58:000
2117	2012-01-17T00:31:58:000
2118	2012-01-17T03:31:58:000
2119	2012-01-17T06:31:59:000
2120	2012-01-17T08:31:59:000
2121	2012-01-17T10:31:59:000
2122	2012-01-17T13:31:59:000
2123	2012-01-17T15:31:59:000
2124	2012-01-17T17:31:59:000
2125	2012-01-17T18:31:59:000
2126	2012-01-17T23:22:30:000
2127	2012-01-18T03:31:59:000
2128	2012-01-18T04:31:59:000
2129	2012-01-18T05:31:59:000
2130	2012-01-18T06:31:59:000
2131	2012-01-18T07:31:59:000
2132	2012-01-18T08:32:00:000
2133	2012-01-18T09:32:00:000
2134	2012-01-18T10:32:00:000
2135	2012-01-18T11:32:00:000
2136	2012-01-18T12:32:00:000
2137	2012-01-18T13:32:00:000
2138	2012-01-18T14:32:00:000
2139	2012-01-18T15:32:00:000
2140	2012-01-18T16:32:00:000
2141	2012-01-18T17:32:00:000
2142	2012-01-18T18:32:00:000
2143	2012-01-18T19:32:00:000
2144	2012-01-18T20:32:00:000
2145	2012-01-18T21:32:00:000
2146	2012-01-18T22:32:00:000
2147	2012-01-18T23:32:00:000
2148	2012-01-19T00:32:00:000
2149	2012-01-19T03:31:59:000
2150	2012-01-19T04:31:59:000
2151	2012-01-19T05:31:59:000
2152	2012-01-19T06:31:59:000
2153	2012-01-19T07:31:59:000
2154	2012-01-19T08:31:59:000
2155	2012-01-19T09:31:59:000
2156	2012-01-19T10:31:59:000
2157	2012-01-19T11:31:59:000
2158	2012-01-19T12:31:59:000
2159	2012-01-19T13:31:59:000
2160	2012-01-19T14:31:59:000
2161	2012-01-19T15:31:59:000
2162	2012-01-19T16:31:59:000
2163	2012-01-19T17:32:00:000
2164	2012-01-19T18:32:00:000
2165	2012-01-19T19:32:00:000
2166	2012-01-19T20:32:00:000
2167	2012-01-19T21:32:00:000
2168	2012-01-19T22:32:00:000
2169	2012-01-19T23:32:00:000
2170	2012-01-20T00:32:00:000
2171	2012-01-20T01:32:00:000
2172	2012-01-20T02:31:42:000
2173	2012-01-20T03:32:00:000
2174	2012-01-20T04:32:00:000
2175	2012-01-20T05:32:00:000
2176	2012-01-20T06:32:00:000
2177	2012-01-20T07:32:00:000
2178	2012-01-20T08:32:00:000
2179	2012-01-20T09:32:01:000
2180	2012-01-20T10:32:01:000
2181	2012-01-20T11:32:01:000
2182	2012-01-20T12:32:01:000
2183	2012-01-20T13:32:01:000
2184	2012-01-20T14:32:01:000
2185	2012-01-20T15:32:01:000
2186	2012-01-20T16:32:01:000
2187	2012-01-20T17:32:01:000
2188	2012-01-20T18:32:01:000
2189	2012-01-20T19:32:01:000
2190	2012-01-20T20:32:01:000
2191	2012-01-20T21:32:01:000
2192	2012-01-20T22:32:01:000
2193	2012-01-20T23:32:01:000
2194	2012-01-21T01:32:01:000
2195	2012-01-21T02:31:44:000
2196	2012-01-21T03:32:02:000
2197	2012-01-21T04:32:02:000
2198	2012-01-21T08:32:03:000
2199	2012-01-21T09:32:03:000
2200	2012-01-21T10:32:03:000
2201	2012-01-21T11:32:03:000
2202	2012-01-21T12:32:03:000
2203	2012-01-21T13:32:03:000
2204	2012-01-21T14:32:03:000
2205	2012-01-21T15:32:03:000
2206	2012-01-21T16:32:03:000
2207	2012-01-21T17:32:03:000
2208	2012-01-21T18:32:03:000
2209	2012-01-21T19:32:03:000
2210	2012-01-21T20:32:03:000
2211	2012-01-21T21:32:03:000
2212	2012-01-21T22:32:03:000
2213	2012-01-21T23:32:03:000
2214	2012-01-22T00:32:03:000
2215	2012-01-22T02:31:44:000
2216	2012-01-22T03:32:03:000
2217	2012-01-22T04:32:03:000
2218	2012-01-22T05:32:03:000
2219	2012-01-22T06:32:03:000
2220	2012-01-22T08:32:03:000
2221	2012-01-22T10:32:03:000
2222	2012-01-22T11:32:03:000
2223	2012-01-22T12:32:03:000
2224	2012-01-22T15:32:03:000
2225	2012-01-22T18:32:03:000
2226	2012-01-23T00:32:03:000
2227	2012-01-23T03:31:52:000
2228	2012-01-23T05:31:52:000
2229	2012-01-23T10:31:53:000
2230	2012-01-23T12:31:53:000
2231	2012-01-23T13:31:53:000
2232	2012-01-23T14:31:53:000
2233	2012-01-23T15:31:53:000
2234	2012-01-23T16:31:53:000
2235	2012-01-23T17:31:53:000
2236	2012-01-23T18:31:53:000
2237	2012-01-23T19:31:53:000
2238	2012-01-23T20:31:53:000
2239	2012-01-23T21:31:53:000
2240	2012-01-23T23:31:53:000
2241	2012-01-24T03:32:03:000
2242	2012-01-24T05:32:03:000
2243	2012-01-24T08:32:04:000
2244	2012-01-24T09:32:04:000
2245	2012-01-24T10:32:04:000
2246	2012-01-24T11:32:04:000
2247	2012-01-24T15:32:04:000
2248	2012-01-24T16:32:04:000
2249	2012-01-24T17:32:04:000
2250	2012-01-24T18:32:04:000
2251	2012-01-24T19:32:04:000
2252	2012-01-24T20:32:04:000
2253	2012-01-24T21:32:04:000
2254	2012-01-24T22:32:04:000
2255	2012-01-24T23:32:04:000
2256	2012-01-25T00:32:04:000
2257	2012-01-25T01:32:04:000
2258	2012-01-25T02:31:49:000
2259	2012-01-25T03:32:08:000
2260	2012-01-25T06:32:08:000
2261	2012-01-25T07:32:08:000
2262	2012-01-25T08:32:08:000
2263	2012-01-25T09:32:08:000
2264	2012-01-25T10:32:08:000
2265	2012-01-25T11:32:08:000
2266	2012-01-25T12:32:08:000
2267	2012-01-25T13:32:08:000
2268	2012-01-25T14:32:08:000
2269	2012-01-25T15:32:08:000
2270	2012-01-25T16:32:08:000
2271	2012-01-25T17:32:08:000
2272	2012-01-25T18:32:08:000
2273	2012-01-25T19:32:08:000
2274	2012-01-25T20:32:08:000
2275	2012-01-25T21:32:08:000
2276	2012-01-25T22:32:08:000
2277	2012-01-25T23:32:08:000
2278	2012-01-26T00:32:08:000
2279	2012-01-26T02:31:48:000
2280	2012-01-26T03:32:06:000
2281	2012-01-26T05:32:06:000
2282	2012-01-26T10:32:07:000
2283	2012-01-26T11:32:07:000
2284	2012-01-26T13:32:07:000
2285	2012-01-26T14:32:07:000
2286	2012-01-26T15:32:07:000
2287	2012-01-26T16:32:07:000
2288	2012-01-26T17:32:07:000
2289	2012-01-26T18:32:07:000
2290	2012-01-26T19:32:07:000
2291	2012-01-26T20:32:07:000
2292	2012-01-26T21:32:07:000
2293	2012-01-26T23:32:07:000
2294	2012-01-27T00:32:07:000
2295	2012-01-27T01:32:07:000
2296	2012-01-27T02:31:48:000
2297	2012-01-27T03:32:07:000
2298	2012-01-27T04:32:07:000
2299	2012-01-27T05:32:07:000
2300	2012-01-27T06:32:07:000
2301	2012-01-27T08:32:07:000
2302	2012-01-27T10:32:07:000
2303	2012-01-27T11:32:07:000
2304	2012-01-27T12:32:07:000
2305	2012-01-27T14:32:07:000
2306	2012-01-27T15:32:07:000
2307	2012-01-27T16:32:07:000
2308	2012-01-27T17:32:07:000
2309	2012-01-27T18:32:07:000
2310	2012-01-27T19:32:07:000
2311	2012-01-27T20:32:07:000
2312	2012-01-28T00:32:07:000
2313	2012-01-28T02:31:48:000
2314	2012-01-28T03:32:07:000
2315	2012-01-28T04:32:07:000
2316	2012-01-28T06:32:07:000
2317	2012-01-28T10:32:07:000
2318	2012-01-28T12:32:07:000
2319	2012-01-28T14:32:07:000
2320	2012-01-28T15:32:07:000
2321	2012-01-28T16:32:07:000
2322	2012-01-28T17:32:07:000
2323	2012-01-28T18:32:07:000
2324	2012-01-28T19:32:07:000
2325	2012-01-28T20:32:07:000
2326	2012-01-28T21:32:07:000
2327	2012-01-28T22:32:07:000
2328	2012-01-28T23:32:07:000
2329	2012-01-29T03:31:58:000
2330	2012-01-29T06:31:58:000
2331	2012-01-29T10:31:58:000
2332	2012-01-29T11:31:58:000
2333	2012-01-29T12:31:58:000
2334	2012-01-29T13:31:58:000
2335	2012-01-29T14:31:58:000
2336	2012-01-29T15:31:58:000
2337	2012-01-29T16:31:58:000
2338	2012-01-29T17:31:58:000
2339	2012-01-29T18:31:58:000
2340	2012-01-29T19:31:58:000
2341	2012-01-29T20:31:58:000
2342	2012-01-29T23:31:59:000
2343	2012-01-30T02:31:51:000
2344	2012-01-30T03:32:09:000
2345	2012-01-30T06:32:09:000
2346	2012-01-30T07:32:09:000
2347	2012-01-30T08:32:09:000
2348	2012-01-30T09:32:09:000
2349	2012-01-30T10:32:10:000
2350	2012-01-30T11:32:10:000
2351	2012-01-30T12:32:10:000
2352	2012-01-30T13:32:10:000
2353	2012-01-30T14:32:10:000
2354	2012-01-30T15:32:10:000
2355	2012-01-30T16:32:10:000
2356	2012-01-30T17:32:11:000
2357	2012-01-30T18:32:11:000
2358	2012-01-30T19:32:11:000
2359	2012-01-30T20:32:11:000
2360	2012-01-30T21:32:11:000
2361	2012-01-30T22:32:11:000
2362	2012-01-30T23:32:11:000
2363	2012-01-31T00:32:11:000
2364	2012-01-31T01:32:11:000
2365	2012-01-31T02:31:51:000
2366	2012-01-31T03:32:10:000
2367	2012-01-31T04:32:10:000
2368	2012-01-31T05:32:10:000
2369	2012-01-31T06:32:10:000
2370	2012-01-31T07:32:10:000
2371	2012-01-31T08:32:10:000
2372	2012-01-31T09:32:10:000
2373	2012-01-31T10:32:10:000
2374	2012-01-31T11:32:10:000
2375	2012-01-31T12:32:10:000
2376	2012-01-31T13:32:10:000
2377	2012-01-31T14:32:10:000
2378	2012-01-31T15:32:10:000
2379	2012-01-31T16:32:10:000
2380	2012-01-31T17:32:10:000
2381	2012-01-31T18:32:10:000
2382	2012-01-31T19:32:10:000
2383	2012-01-31T20:32:10:000
2384	2012-01-31T21:32:10:000
2385	2012-01-31T22:32:10:000
2386	2012-01-31T23:32:10:000
